"DEVELOPMENT","TDS #","BUILDING #","STAIRHALL#","BOROUGH","HOUSE #","STREET","ADDRESS","CITY","STATE","ZIP CODE","BIN","BLOCK","LOT","BOROUGH/BLOCK/LOT #","CENSUS TRACT (2020)","NEIGHBORHOOD TABULATION AREA CODE","NEIGHBORHOOD TABULATION AREA NAME","COMMUNITY DISTRICT","CITY COUNCIL DISTRICT","STATE ASSEMBLY DISTRICT","STATE SENATE DISTRICT","US CONGRESSIONAL DISTRICT","PRIVATELY MANAGED","LATITUDE","LONGITUDE"
"EAST 173RD STREET-VYSE AVENUE","338","4","076","BRONX","1524","HOE AVENUE","1524 HOE AVENUE","BRONX","NY","10,460","2010652","2989","1","2029890001","157","BX0303","Crotona Park East","3","17","79","32","15","YES","40.834025","-73.888457"
"EAST 173RD STREET-VYSE AVENUE","338","4","077","BRONX","1528","HOE AVENUE","1528 HOE AVENUE","BRONX","NY","10,460","2010652","2989","1","2029890001","157","BX0303","Crotona Park East","3","17","79","32","15","YES","40.834117","-73.888401"
"EAST 173RD STREET-VYSE AVENUE","338","5","078","BRONX","1550","HOE AVENUE","1550 HOE AVENUE","BRONX","NY","10,460","2092191","2989","11","2029890011","157","BX0303","Crotona Park East","3","17","79","32","15","YES","40.834461","-73.888223"
"EAST 173RD STREET-VYSE AVENUE","338","5","079","BRONX","1554","HOE AVENUE","1554 HOE AVENUE","BRONX","NY","10,460","2092191","2989","11","2029890011","157","BX0303","Crotona Park East","3","17","79","32","15","YES","40.834559","-73.888166"
"EAST 173RD STREET-VYSE AVENUE","338","5","080","BRONX","1558","HOE AVENUE","1558 HOE AVENUE","BRONX","NY","10,460","2092191","2989","11","2029890011","157","BX0303","Crotona Park East","3","17","79","32","15","YES","40.834644","-73.888118"
"EAST 173RD STREET-VYSE AVENUE","338","6","081","BRONX","1566","HOE AVENUE","1566 HOE AVENUE","BRONX","NY","10,460","2092189","2989","11","2029890011","157","BX0303","Crotona Park East","3","17","79","32","15","YES","40.834816","-73.887999"
"EAST 173RD STREET-VYSE AVENUE","338","6","082","BRONX","1570","HOE AVENUE","1570 HOE AVENUE","BRONX","NY","10,460","2092189","2989","11","2029890011","157","BX0303","Crotona Park East","3","17","79","32","15","YES","40.834901","-73.887942"
"EAST 173RD STREET-VYSE AVENUE","338","6","083","BRONX","1572","HOE AVENUE","1572 HOE AVENUE","BRONX","NY","10,460","2092189","2989","11","2029890011","157","BX0303","Crotona Park East","3","17","79","32","15","YES","40.835005","-73.887886"
"EAST 173RD STREET-VYSE AVENUE","338","6","084","BRONX","1576","HOE AVENUE","1576 HOE AVENUE","BRONX","NY","10,460","2092189","2989","11","2029890011","157","BX0303","Crotona Park East","3","17","79","32","15","YES","40.835102","-73.887822"
"EAST 173RD STREET-VYSE AVENUE","338","6","085","BRONX","1580","HOE AVENUE","1580 HOE AVENUE","BRONX","NY","10,460","2092189","2989","11","2029890011","157","BX0303","Crotona Park East","3","17","79","32","15","YES","40.835194","-73.887765"
"EAST 173RD STREET-VYSE AVENUE","338","7","086","BRONX","1579","VYSE AVENUE","1579 VYSE AVENUE","BRONX","NY","10,460","2092190","2989","11","2029890011","157","BX0303","Crotona Park East","3","17","79","32","15","YES","40.834994","-73.887182"
"EAST 173RD STREET-VYSE AVENUE","338","7","087","BRONX","1575","VYSE AVENUE","1575 VYSE AVENUE","BRONX","NY","10,460","2092190","2989","11","2029890011","157","BX0303","Crotona Park East","3","17","79","32","15","YES","40.834915","-73.887231"
"EAST 173RD STREET-VYSE AVENUE","338","7","088","BRONX","1571","VYSE AVENUE","1571 VYSE AVENUE","BRONX","NY","10,460","2092190","2989","11","2029890011","157","BX0303","Crotona Park East","3","17","79","32","15","YES","40.834829","-73.887279"
"EAST NEW YORK CITY LINE","263","1","152","BROOKLYN","1052","HEGEMAN AVENUE","1052 HEGEMAN AVENUE","BROOKLYN","NY","11,208","3324185","4480","4","3044800004","1,116","BK0503","East New York-New Lots","5","42","60","19","8",,"40.667339","-73.874069"
"EAST NEW YORK CITY LINE","263","2","156","BROOKLYN","1056","HEGEMAN AVENUE","1056 HEGEMAN AVENUE","BROOKLYN","NY","11,208","3324186","4480","4","3044800004","1,116","BK0503","East New York-New Lots","5","42","60","19","8",,"40.667353","-73.874007"
"EAST NEW YORK CITY LINE","263","3","158","BROOKLYN","1058","HEGEMAN AVENUE","1058 HEGEMAN AVENUE","BROOKLYN","NY","11,208","3324187","4480","4","3044800004","1,116","BK0503","East New York-New Lots","5","42","60","19","8",,"40.667376","-73.873936"
"EAST NEW YORK CITY LINE","263","4","160","BROOKLYN","1060","HEGEMAN AVENUE","1060 HEGEMAN AVENUE","BROOKLYN","NY","11,208","3324188","4480","4","3044800004","1,116","BK0503","East New York-New Lots","5","42","60","19","8",,"40.667407","-73.873873"
"EAST NEW YORK CITY LINE","263","5","162","BROOKLYN","1062","HEGEMAN AVENUE","1062 HEGEMAN AVENUE","BROOKLYN","NY","11,208","3324189","4480","4","3044800004","1,116","BK0503","East New York-New Lots","5","42","60","19","8",,"40.66744","-73.873814"
"EAST NEW YORK CITY LINE","263","6","164","BROOKLYN","1064","HEGEMAN AVENUE","1064 HEGEMAN AVENUE","BROOKLYN","NY","11,208","3324190","4480","4","3044800004","1,116","BK0503","East New York-New Lots","5","42","60","19","8",,"40.667461","-73.873742"
"EAST NEW YORK CITY LINE","263","7","178","BROOKLYN","1078","HEGEMAN AVENUE","1078 HEGEMAN AVENUE","BROOKLYN","NY","11,208","3324196","4481","4","3044810004","1,116","BK0503","East New York-New Lots","5","42","60","19","8",,"40.66769","-73.873204"
"EAST NEW YORK CITY LINE","263","8","180","BROOKLYN","1080","HEGEMAN AVENUE","1080 HEGEMAN AVENUE","BROOKLYN","NY","11,208","3324195","4481","4","3044810004","1,116","BK0503","East New York-New Lots","5","42","60","19","8",,"40.66773","-73.873145"
"EAST NEW YORK CITY LINE","263","9","185","BROOKLYN","1085","HEGEMAN AVENUE","1085 HEGEMAN AVENUE","BROOKLYN","NY","11,208","3324305","4458","35","3044580035","1,118","BK0503","East New York-New Lots","5","42","60","19","8",,"40.668037","-73.87318"
"EAST NEW YORK CITY LINE","263","10","187","BROOKLYN","1087","HEGEMAN AVENUE","1087 HEGEMAN AVENUE","BROOKLYN","NY","11,208","3324304","4458","35","3044580035","1,118","BK0503","East New York-New Lots","5","42","60","19","8",,"40.668076","-73.873125"
"EAST NEW YORK CITY LINE","263","11","336","BROOKLYN","336","FOUNTAIN AVENUE","336 FOUNTAIN AVENUE","BROOKLYN","NY","11,208","3323981","4263","40","3042630040","1,194","BK0502","East New York (North)","5","42","60","19","8",,"40.671579","-73.874617"
"EAST NEW YORK CITY LINE","263","12","338","BROOKLYN","338","FOUNTAIN AVENUE","338 FOUNTAIN AVENUE","BROOKLYN","NY","11,208","3323975","4263","40","3042630040","1,194","BK0502","East New York (North)","5","42","60","19","8",,"40.671524","-73.874613"
"EAST NEW YORK CITY LINE","263","13","340","BROOKLYN","340","FOUNTAIN AVENUE","340 FOUNTAIN AVENUE","BROOKLYN","NY","11,208","3323976","4263","40","3042630040","1,194","BK0502","East New York (North)","5","42","60","19","8",,"40.671469","-73.87459"
"EAST NEW YORK CITY LINE","263","14","342","BROOKLYN","342","FOUNTAIN AVENUE","342 FOUNTAIN AVENUE","BROOKLYN","NY","11,208","3323977","4263","40","3042630040","1,194","BK0502","East New York (North)","5","42","60","19","8",,"40.671415","-73.874568"
"EAST NEW YORK CITY LINE","263","15","344","BROOKLYN","344","FOUNTAIN AVENUE","344 FOUNTAIN AVENUE","BROOKLYN","NY","11,208","3323978","4263","40","3042630040","1,194","BK0502","East New York (North)","5","42","60","19","8",,"40.671366","-73.87457"
"EAST NEW YORK CITY LINE","263","16","346","BROOKLYN","346","FOUNTAIN AVENUE","346 FOUNTAIN AVENUE","BROOKLYN","NY","11,208","3323979","4263","40","3042630040","1,194","BK0502","East New York (North)","5","42","60","19","8",,"40.671324","-73.874573"
"EAST NEW YORK CITY LINE","263","17","348","BROOKLYN","348","FOUNTAIN AVENUE","348 FOUNTAIN AVENUE","BROOKLYN","NY","11,208","3323980","4263","40","3042630040","1,194","BK0502","East New York (North)","5","42","60","19","8",,"40.671272","-73.874572"
"EAST NEW YORK CITY LINE","263","18","460","BROOKLYN","460","FOUNTAIN AVENUE","460 FOUNTAIN AVENUE","BROOKLYN","NY","11,208","3324298","4458","35","3044580035","1,118","BK0503","East New York-New Lots","5","42","60","19","8",,"40.668566","-73.873497"
"EAST NEW YORK CITY LINE","263","19","462","BROOKLYN","462","FOUNTAIN AVENUE","462 FOUNTAIN AVENUE","BROOKLYN","NY","11,208","3324299","4458","35","3044580035","1,118","BK0503","East New York-New Lots","5","42","60","19","8",,"40.668522","-73.873447"
"EAST NEW YORK CITY LINE","263","20","464","BROOKLYN","464","FOUNTAIN AVENUE","464 FOUNTAIN AVENUE","BROOKLYN","NY","11,208","3324300","4458","35","3044580035","1,118","BK0503","East New York-New Lots","5","42","60","19","8",,"40.668471","-73.87342"
